airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-12,Banglore,New Delhi,08:55:00,21:20:00,745,1.0,No Info,13817
Multiple Carriers,2019-03-27,New Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,12327
Air India,2019-05-15,New Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,8425
Indigo,2019-04-27,New Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5073
Air India,2019-05-12,Kolkata,Banglore,20:30:00,08:55:00,745,1.0,No Info,10203
Air India,2019-03-18,New Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5674
Air Asia,2019-04-18,Banglore,New Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Indigo,2019-06-09,Banglore,New Delhi,22:10:00,01:00:00,170,0.0,No Info,3749
Multiple Carriers,2019-06-12,New Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,9646
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,4174
Indigo,2019-03-27,New Delhi,Cochin,09:10:00,15:30:00,380,1.0,No Info,10141
Air India,2019-03-09,Banglore,New Delhi,17:00:00,19:50:00,170,0.0,No Info,9481
Vistara,2019-06-18,New Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,6216
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,14571
Indigo,2019-06-15,New Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,6416
Jet Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8355
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,11467
Indigo,2019-03-18,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No Info,4462
Jet Airways,2019-04-03,Banglore,New Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Multiple Carriers,2019-05-24,New Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,8283
Indigo,2019-05-18,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3858
Air India,2019-06-01,New Delhi,Cochin,19:00:00,19:15:00,1455,1.0,No Info,8792
Air India,2019-05-06,Kolkata,Banglore,16:45:00,12:00:00,1155,2.0,No Info,14120
Indigo,2019-05-15,New Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,6027
Multiple Carriers,2019-03-09,New Delhi,Cochin,07:05:00,21:20:00,855,2.0,No Info,8620
Jet Airways,2019-06-03,New Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262
Air India,2019-03-18,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,4441
Jet Airways,2019-04-01,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,6077
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,08:10:00,795,1.0,No Info,14231
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,22:35:00,850,1.0,In-flight meal not included,7064
Vistara,2019-06-18,Banglore,New Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Indigo,2019-05-03,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3850
Multiple Carriers,2019-06-27,New Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,14848
Air Asia,2019-06-18,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,3807
Air India,2019-06-09,Kolkata,Banglore,16:50:00,05:35:00,765,2.0,No Info,11642
Jet Airways,2019-06-27,New Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Jet Airways,2019-05-18,New Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,12373
Indigo,2019-06-03,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Air India,2019-06-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No Info,9416
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9345
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,08:15:00,800,1.0,No Info,13817
Jet Airways,2019-05-06,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,9358
Jet Airways,2019-03-06,New Delhi,Cochin,02:15:00,18:50:00,995,1.0,No Info,17024
Jet Airways,2019-06-24,New Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10262
Jet Airways,2019-05-01,Banglore,New Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Jet Airways,2019-06-21,New Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,4256
Air India,2019-03-27,New Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,8446
Goair,2019-04-06,New Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,5135
Air India,2019-03-21,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4435
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No Info,13941
Jet Airways,2019-06-01,New Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,10368
Air India,2019-06-27,New Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,13591
Indigo,2019-06-15,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Indigo,2019-04-15,New Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,6442
Multiple Carriers,2019-06-24,New Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7618
Jet Airways,2019-06-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Air India,2019-03-15,Banglore,New Delhi,05:50:00,12:05:00,1815,2.0,No Info,7664
Goair,2019-06-09,New Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,5897
Air India,2019-06-24,New Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,11185
Jet Airways,2019-05-09,Banglore,New Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,5198
Air India,2019-05-01,Kolkata,Banglore,10:00:00,13:45:00,1665,2.0,No Info,15164
Jet Airways,2019-03-09,New Delhi,Cochin,06:50:00,19:45:00,775,1.0,No Info,16289
Vistara,2019-04-18,Banglore,New Delhi,19:30:00,22:15:00,165,0.0,No Info,5823
Spicejet,2019-05-18,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,8224
Air Asia,2019-06-09,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,7870
Indigo,2019-05-09,New Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Jet Airways,2019-06-12,New Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,10262
Jet Airways,2019-03-09,Banglore,New Delhi,08:55:00,09:30:00,1475,1.0,In-flight meal not included,11087
Jet Airways,2019-06-03,New Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-27,New Delhi,Cochin,04:55:00,19:00:00,845,1.0,No Info,11573
Multiple Carriers,2019-06-15,New Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,11789
Air India,2019-05-12,Banglore,New Delhi,06:10:00,08:55:00,165,0.0,No Info,5228
Air Asia,2019-05-01,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No Info,5192
Indigo,2019-06-15,Banglore,New Delhi,10:30:00,13:20:00,170,0.0,No Info,3943
Jet Airways,2019-06-06,New Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,14151
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,20:40:00,405,1.0,In-flight meal not included,11134
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,23:35:00,1630,1.0,No Info,10953
Indigo,2019-03-15,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,3175
Indigo,2019-03-03,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No Info,6038
Air India,2019-03-03,Banglore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,11423
Air India,2019-05-15,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No Info,8891
Indigo,2019-05-01,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Indigo,2019-05-15,New Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,7503
Jet Airways,2019-06-12,New Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No Info,13292
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:00:00,16:50:00,1610,1.0,No Info,19595
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,6812
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,12:25:00,1050,1.0,In-flight meal not included,11087
Air India,2019-03-27,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5170
Jet Airways,2019-06-24,New Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Multiple Carriers,2019-03-06,New Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,15603
Multiple Carriers,2019-06-24,New Delhi,Cochin,07:05:00,21:00:00,835,1.0,No Info,13797
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,10031
Jet Airways,2019-06-27,Banglore,New Delhi,18:55:00,22:00:00,185,0.0,No Info,8016
Indigo,2019-06-03,New Delhi,Cochin,17:10:00,01:30:00,500,1.0,No Info,6104
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No Info,14781
Air India,2019-06-06,Kolkata,Banglore,05:50:00,23:15:00,1045,2.0,No Info,12723
Indigo,2019-05-12,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Indigo,2019-04-01,New Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5164
Indigo,2019-04-12,Banglore,New Delhi,04:00:00,06:50:00,170,0.0,No Info,4423
Air India,2019-03-06,Mumbai,Hyderabad,12:45:00,19:25:00,1840,2.0,No Info,13253
Indigo,2019-06-27,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Goair,2019-05-06,Banglore,New Delhi,11:40:00,14:30:00,170,0.0,No Info,3398
Indigo,2019-05-15,Banglore,New Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Air India,2019-04-09,New Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,6377
Indigo,2019-06-15,Banglore,New Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Indigo,2019-04-18,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4174
Jet Airways,2019-06-03,New Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,15812
Indigo,2019-05-12,Banglore,New Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,16:10:00,625,1.0,In-flight meal not included,9134
Jet Airways,2019-03-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,12:25:00,400,1.0,In-flight meal not included,9134
Indigo,2019-03-06,New Delhi,Cochin,04:45:00,21:00:00,975,1.0,No Info,13611
Jet Airways,2019-04-27,Banglore,New Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No Info,14781
Indigo,2019-05-03,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,13:15:00,375,1.0,No Info,12284
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,04:45:00,1220,1.0,No Info,13759
Jet Airways,2019-05-18,New Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12373
Jet Airways,2019-03-21,New Delhi,Cochin,10:20:00,18:50:00,1950,2.0,In-flight meal not included,9254
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No Info,9187
Jet Airways,2019-06-01,New Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,14714
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,18:15:00,1265,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-24,New Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7198
Indigo,2019-04-15,Kolkata,Banglore,06:20:00,10:30:00,250,1.0,No Info,4226
Goair,2019-04-01,New Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,4563
Jet Airways,2019-05-27,New Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,16079
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,23:00:00,1035,1.0,No Info,16736
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,No Info,12692
Air India,2019-05-15,New Delhi,Cochin,13:30:00,08:15:00,1125,1.0,No Info,10671
Multiple Carriers,2019-06-15,New Delhi,Cochin,06:00:00,19:15:00,795,1.0,No Info,9526
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,No Info,13941
Jet Airways,2019-06-01,New Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-27,New Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,13587
Spicejet,2019-06-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No Info,2753
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,09:20:00,1610,1.0,In-flight meal not included,9663
Multiple Carriers,2019-05-27,New Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,13587
Multiple Carriers,2019-05-18,New Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,8405
Jet Airways,2019-06-06,New Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Air India,2019-03-18,Banglore,New Delhi,00:30:00,08:45:00,495,1.0,No Info,13859
Indigo,2019-04-24,New Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:45:00,950,1.0,In-flight meal not included,11087
Jet Airways,2019-06-01,New Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No Info,13014
Goair,2019-06-09,New Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,5281
Jet Airways,2019-06-27,New Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
Vistara,2019-06-09,Banglore,New Delhi,19:30:00,22:15:00,165,0.0,No Info,4878
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No Info,10953
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No Info,12121
Air India,2019-03-09,New Delhi,Cochin,08:40:00,19:15:00,635,1.0,No Info,18959
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,16:20:00,1150,1.0,In-flight meal not included,10844
Indigo,2019-06-01,New Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,6206
Jet Airways,2019-05-21,New Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,12898
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,No Info,13067
Jet Airways,2019-04-27,Banglore,New Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Air Asia,2019-03-03,Banglore,New Delhi,23:25:00,02:10:00,165,0.0,No Info,6477
Multiple Carriers,2019-06-24,New Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,8143
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Indigo,2019-03-27,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No Info,3175
Indigo,2019-03-03,Banglore,New Delhi,04:00:00,06:50:00,170,0.0,No Info,6144
Multiple Carriers,2019-05-21,New Delhi,Cochin,14:55:00,00:55:00,600,1.0,No Info,6878
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No Info,13941
Spicejet,2019-04-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,3873
Jet Airways,2019-06-03,New Delhi,Cochin,16:00:00,04:25:00,745,1.0,No Info,14714
Indigo,2019-04-15,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,4226
Multiple Carriers,2019-06-24,New Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7740
Jet Airways,2019-05-21,New Delhi,Cochin,09:50:00,13:05:00,195,0.0,No Info,9564
Spicejet,2019-04-24,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573
Air India,2019-05-09,New Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,9968
Multiple Carriers,2019-06-01,New Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,18275
Air India,2019-03-15,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,7276
Jet Airways,2019-05-09,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,5608
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,09:20:00,1610,1.0,In-flight meal not included,9663
Multiple Carriers,2019-04-27,New Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,6093
Vistara,2019-03-03,Banglore,New Delhi,06:40:00,10:25:00,1665,1.0,No Info,12476
Spicejet,2019-05-12,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,8844
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,8586
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,11:25:00,1425,1.0,No Info,25735
Multiple Carriers,2019-06-03,New Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,9508
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Spicejet,2019-05-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Indigo,2019-06-01,New Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,6628
Indigo,2019-03-18,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,4332
Spicejet,2019-06-01,Banglore,New Delhi,09:30:00,12:20:00,170,0.0,No Info,3971
Air India,2019-03-01,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,12526
Jet Airways,2019-03-21,New Delhi,Cochin,08:00:00,18:50:00,650,1.0,No Info,12767
Multiple Carriers,2019-05-21,New Delhi,Cochin,09:45:00,18:10:00,505,1.0,No Info,9646
Jet Airways,2019-05-18,New Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No Info,15129
Multiple Carriers,2019-05-15,New Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,8266
Indigo,2019-06-01,New Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,7060
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,No Info,14388
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,9663
Spicejet,2019-05-09,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3873
Spicejet,2019-05-03,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,4991
Air India,2019-05-18,Kolkata,Banglore,09:25:00,01:20:00,955,2.0,No Info,11668
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,12692
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,8610
Jet Airways,2019-06-24,New Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,14714
Air India,2019-04-15,Banglore,New Delhi,17:00:00,19:45:00,165,0.0,No Info,6121
Air India,2019-06-01,New Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6934
Indigo,2019-06-12,Banglore,New Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Air Asia,2019-04-27,New Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,6451
Air India,2019-03-06,New Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,20416
Jet Airways,2019-03-24,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No Info,8016
Indigo,2019-03-03,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No Info,7648
Jet Airways,2019-05-12,Banglore,New Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4030
Indigo,2019-04-01,New Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Indigo,2019-06-03,Kolkata,Banglore,09:35:00,12:10:00,155,0.0,No Info,4804
Indigo,2019-04-18,New Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,6015
Jet Airways,2019-06-27,New Delhi,Cochin,19:10:00,12:35:00,1045,2.0,In-flight meal not included,11150
Multiple Carriers,2019-03-27,New Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,6358
Air Asia,2019-03-18,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4384
Indigo,2019-05-01,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,4775
Indigo,2019-05-01,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,No Info,14571
